	1_NA_NA_NA_NA_NA_NA_3	2_NA_NA_NA_NA_NA_NA_3	3_NA_NA_NA_NA_NA_NA_2	4_NA_NA_NA_NA_NA_NA_3	5_NA_NA_NA_NA_NA_NA_3	6_NA_NA_NA_NA_NA_NA_3	7_NA_NA_NA_NA_NA_NA_2	8_NA_NA_NA_NA_NA_NA_3	9_NA_NA_NA_NA_NA_NA_3	9_P1_0.33_NA_NA_NA_NA_3	10_NA_NA_NA_NA_NA_NA_2	10_P2_NA_NA_NA_NA_NA_3	10_P3_NA_NA_NA_NA_NA_2	10_P4_NA_NA_NA_NA_NA_2	11_NA_NA_NA_NA_NA_NA_3	11_P1_1.00_NA_NA_NA_NA_3	12_NA_NA_NA_NA_NA_NA_3	12_P5_NA_NA_NA_NA_NA_3	13_NA_NA_NA_NA_NA_NA_3	13_P6_NA_NA_NA_NA_NA_3	14_NA_NA_NA_NA_NA_NA_3	14_P6_NA_NA_NA_NA_NA_3	15_P7_NA_NA_NA_NA_NA_2	15_P8_NA_NA_NA_NA_NA_3	15_NA_NA_NA_NA_NA_NA_3	16_NA_NA_NA_NA_NA_NA_1	16_P9_1.00_NA_NA_NA_NA_1	17_NA_NA_NA_NA_NA_NA_3	17_P5_NA_NA_NA_NA_NA_2	18_NA_NA_NA_NA_NA_NA_3	18_P10_NA_NA_NA_NA_NA_3	19_NA_NA_NA_NA_NA_NA_3	19_P11_1.00_NA_NA_NA_NA_3	20_NA_NA_NA_NA_NA_NA_3	20_P12_1.00_NA_NA_NA_NA_3	21_NA_NA_NA_NA_NA_0.00_5	21_P6_NA_NA_NA_NA_0.33_5	21_P6_NA_NA_NA_NA_2.00_5	22_P13_NA_NA_NA_NA_0.00_5	22_P13_NA_NA_NA_NA_0.67_5	22_P13_NA_NA_NA_NA_2.00_5	23_NA_NA_NA_NA_NA_NA_3	23_NA_NA_NA_G1551_NA_NA_3	23_NA_NA_NA_G1997_NA_NA_3	23_NA_NA_NA_G1551,G1997_NA_NA_3	24_NA_NA_NA_NA_NA_NA_3	24_NA_NA_NA_NA_G529_NA_3	24_NA_NA_NA_NA_G2748_NA_3	24_NA_NA_NA_NA_G1167_NA_3	25_NA_NA_NA_NA_NA_NA_3	25_NA_NA_NA_G1551_NA_NA_3	25_NA_NA_NA_G1997_NA_NA_3	25_NA_NA_NA_G1551,G1997_NA_NA_3
G37	5.6660667	4.6106333	5.8989500	5.0339667	5.5329000	5.5384000	5.7125500	5.2214000	7.3123333	6.0119000	7.0432000	7.4495000	7.5435000	6.9295500	6.0654667	6.0534667	6.7695333	6.5025000	6.0135000	3.1920000	6.0737333	5.8523667	6.0569000	6.4455667	7.9039333	6.1500000	6.3706000	6.8949000	7.5561000	6.4108667	6.3805667	6.7031667	6.8621000	6.0931667	8.4895333	5.9157600	5.6856400	5.8035200	5.8717000	6.6861000	5.7587000	6.6223667	6.8452333	6.6690667	6.4175333	5.1583667	5.2600000	5.0195000	5.2233000	8.4461000	8.3507667	8.6398333	8.3295000
G38	8.4537333	8.5789000	9.6327000	8.6867333	8.7866667	8.9251333	9.2935000	8.7200000	9.9657000	10.0568000	8.5504000	9.2970667	9.2409000	9.2625500	9.2962000	9.7571000	9.0183333	8.8350333	5.2674667	4.8726000	8.8711667	6.5018667	8.6562500	8.9638667	9.0580333	9.2632000	9.1145000	9.2281000	8.7987500	9.1188000	9.0259333	9.2563000	9.1101667	9.1367667	8.5103667	8.7647200	8.8577200	8.8200800	8.3186800	9.1984400	9.0333000	9.0073000	9.0761667	9.0973333	9.0910667	8.7947667	8.7445667	8.8054667	8.8317333	8.1515667	7.8267333	8.1935667	7.9931667
G39	5.8557667	6.4944333	6.8384500	5.6600333	6.2919000	6.0542333	6.8392000	6.2092000	7.7082000	6.4405000	7.2904500	7.1024667	7.4900000	5.6737000	5.9650667	5.7793333	6.7467000	6.9411000	5.0394333	5.1868667	7.1325667	7.1131333	6.0229500	6.3508667	6.8780333	6.3987000	7.4857000	7.4835333	7.5086500	6.4983667	6.5237333	6.6281000	6.5033667	6.3533667	6.2673000	7.3580800	7.1961600	7.1239400	6.7343800	7.0480800	6.5311800	6.2158333	6.4854000	6.3514667	6.3317333	5.7184000	5.8358000	6.0082000	6.0065667	5.6961667	5.9839000	6.0272667	5.9639667
G40	7.8021000	8.1122667	7.5325500	6.5305667	7.5699000	7.3873000	7.6811000	7.4523667	8.3996000	8.5905333	6.7762000	7.2091333	6.6583500	6.9462000	7.9019333	8.2581667	7.4956333	7.4811000	6.4371333	7.0979333	8.3099667	8.6342667	6.7191500	7.2987000	7.0336333	7.1112000	7.2147000	8.2582667	8.4775500	7.1516667	7.1576333	7.1478667	7.1468000	6.6088667	6.9163000	8.3061400	8.3298600	7.8475000	8.3380000	8.2367400	7.4842400	8.5067000	8.7104000	8.8376667	8.8545667	6.6090000	6.3511000	6.7000333	7.2177333	8.0705000	7.9122000	7.8480333	7.9266667
G41	9.3351333	10.5533333	8.3638000	8.7866333	9.3953000	9.4928000	8.4106500	9.0351667	9.8422000	11.2616667	8.3843500	8.2363667	8.3535000	8.5917500	8.7914667	9.8973000	9.2770667	8.8398667	5.3873667	4.3306333	8.5474667	6.5168667	9.4643000	11.3103333	12.3940000	9.7067000	11.3730000	9.5874333	8.4797000	9.7865000	9.9725667	10.1419000	10.1022000	10.3330000	10.4283333	10.5364000	11.3066000	11.2708000	9.8812000	10.7562000	10.8292000	12.5520000	12.6346667	12.5433333	12.6730000	8.6883000	8.7828667	8.6872667	8.9401000	8.9140333	9.4810667	9.2152000	8.7506667
G42	8.3132000	7.9891000	8.9555500	8.1153000	8.6522000	8.5015000	9.3777000	8.5912000	9.4820333	9.4661333	9.4931000	9.3745000	9.6143000	9.2459000	10.2463333	9.5809667	8.0723667	7.9589667	6.4718667	6.8263333	7.8628333	7.7615000	8.9027000	8.6208000	8.2731000	8.3060000	8.5906000	8.9597667	8.6516500	8.5826333	8.5731000	8.5090333	8.6006333	8.3158667	10.2842333	9.7899000	9.5525000	9.2177600	9.3754400	8.1761000	8.7250400	8.1986667	7.9912667	7.9781333	7.8596667	8.0652667	8.2509667	8.2196333	8.3207000	8.1185667	8.1083000	8.2098000	7.7998000
G43	9.2263667	6.0093667	10.3240000	10.0506667	8.1590667	8.1126667	10.5830000	8.8289000	10.2236667	7.1403000	10.0166000	10.3750000	10.0065500	9.2960000	9.3714667	7.7876333	9.0722000	9.2435000	3.7753667	4.4852000	8.6331667	6.9567000	10.7055000	10.0347000	9.6551000	10.8330000	10.1410000	9.7637333	10.4385000	10.7430000	10.6103333	10.7483333	10.8580000	10.4186667	9.5988000	8.5933200	8.7416000	8.2308800	8.8205200	8.0084400	7.7419800	7.7418667	7.8133667	7.8103000	7.8234333	10.1162333	10.2821333	10.3480000	9.5675333	10.7023333	10.6743333	10.8533333	10.7316667
G44	12.3070000	12.4423333	12.1330000	12.1483333	12.6266667	12.4926667	11.8350000	12.5136667	10.8240000	10.9263333	11.8500000	11.3693333	11.8530000	11.9590000	10.4170000	10.9110000	12.1056667	11.8076667	6.0096000	8.1232000	10.3230000	9.5917333	11.7245000	12.2963333	12.1660000	12.3950000	12.6350000	11.2103333	11.6190000	12.2096667	12.1833333	12.3936667	12.3990000	12.4683333	11.8560000	11.5258000	11.7188000	11.8724000	11.6124000	11.7576000	11.7562000	12.5846667	12.5636667	12.6466667	12.7176667	12.1746667	12.2630000	12.2096667	12.3850000	10.9700000	11.5803333	11.2006667	11.2623333
G45	5.6125333	5.3810000	6.6500500	5.8486000	6.2180333	6.2388000	7.0755000	6.0789667	8.0223000	7.2808667	6.3322500	6.6105667	6.6442500	6.3097500	7.5396000	8.0399333	5.6741333	5.8309667	4.3475667	4.8455333	5.1369333	6.4364333	6.6523500	6.3672000	6.6404000	6.3369000	6.2220000	7.1326667	6.4946500	6.4709667	6.6345333	6.3839667	6.7154000	6.5248000	8.4906667	6.8607000	6.6722000	6.0700600	6.9053400	7.5277000	6.5867600	5.7439333	6.0199333	5.6735333	5.6289333	5.7977333	5.9716000	6.1001667	6.1823000	6.4926667	6.7319000	6.8932333	6.9474000
G46	10.8953333	9.9354000	11.6555000	12.1510000	11.4593333	11.6733333	11.8345000	11.4856667	12.0836667	11.5153333	11.9010000	11.5500000	12.0155000	12.0055000	12.3773333	11.6513333	11.8496667	11.7673333	4.2158333	4.4770000	11.5073333	9.6013000	12.6915000	12.0193333	11.4906667	12.0930000	10.9810000	12.1683333	12.2860000	12.0300000	11.8536667	11.6840000	11.9696667	12.0950000	12.6813333	12.4970000	12.2614000	12.1262000	12.1884000	10.9604000	11.4620000	8.4126667	8.5040000	8.7455000	8.7618667	12.1930000	12.2266667	12.2356667	12.0136667	10.7666667	10.4890000	10.7363333	10.7126667
G47	9.4140667	8.3502667	9.6704000	9.6046333	9.4782000	9.5007000	9.6164000	9.6141000	9.7164000	8.5866333	9.1888500	9.1397667	9.3570500	8.6994000	8.2003667	7.9596000	9.8224000	9.7577000	6.5607333	5.0183000	7.9574667	7.0881000	9.7102500	9.6468000	9.5354667	9.7172000	10.1650000	9.1539000	9.3352500	9.5764000	9.6307000	9.6660000	9.4793667	9.6521667	9.2532333	9.8587800	9.8749400	9.9317600	9.7106200	9.3533800	9.1037400	7.4405667	7.7092000	7.5794667	7.6950333	9.5426667	9.5525333	9.6328000	9.6448000	9.0818333	9.1645667	9.1920667	9.0555333
G48	6.8417667	8.8577000	6.2930500	6.8664667	7.1818667	7.4024667	6.5024500	6.8846000	5.0775000	5.2842667	6.1959000	5.4958333	6.2685500	5.4336500	4.6122333	4.6342333	6.4369667	7.3963000	4.3553667	4.9477667	5.6596000	3.6796000	6.2191000	6.2103333	5.7605333	5.9735000	6.3556000	5.4512000	5.5501000	6.0059333	6.4108000	6.0116000	6.4272667	6.0623000	5.8486000	7.0597000	6.9461400	7.2179400	6.9020200	9.3374400	6.1935400	4.7996667	4.9722333	4.8253667	4.9031000	6.6630000	6.9074333	6.9115000	6.9107333	5.8228333	5.8875000	5.9565667	6.0759667
G49	5.4425000	7.0666000	6.3309000	5.7679000	6.5076667	6.2626000	6.7155500	6.4322333	7.2549333	6.9038333	6.2462000	6.1294000	6.6222500	6.1201500	6.8733000	6.1198667	5.8734000	6.1018000	4.0626333	4.4919667	6.6164667	4.8736000	5.6795000	6.3700000	5.8329667	5.8528000	6.0607000	6.9955667	6.8329000	5.8769667	5.8523667	6.0057000	5.5015667	5.3113333	7.0598333	6.8010200	6.8879200	6.6210400	6.6907600	6.9609000	6.3977200	5.4199667	5.4474000	5.5080000	5.3216667	5.7290667	5.7320333	5.8729333	5.9439667	6.3387667	6.6327333	6.5320667	6.5805333
G50	10.0577333	9.6935000	10.6435000	10.9513333	10.9416667	10.8830000	10.2705000	11.0033333	9.9926667	9.1543000	10.5100000	10.5350000	11.1255000	11.2425000	9.1025333	8.9557000	10.0979000	9.9966333	3.8713333	5.7860333	8.0028667	5.7032000	9.7359500	10.2423333	8.8306000	10.5010000	10.8500000	10.0942333	10.0876000	10.4036667	10.3407333	10.4446667	10.3690000	10.4146667	8.6888333	9.3671400	9.3402000	9.2917800	9.6733200	9.9722000	10.1327800	5.9593000	5.6235667	5.8815000	5.9704333	10.9123333	11.0546667	10.9643333	10.9620000	10.1923333	9.9874333	10.1790000	10.2676667
G51	7.7524667	6.7666667	8.4061500	7.4562667	7.3562667	7.3252000	8.3683500	7.5196667	7.5886333	6.7306333	7.5472500	6.9580333	7.4129500	6.7217000	7.4316667	7.5490333	7.6527000	7.7686667	5.3079000	6.2011333	8.6066667	7.2602333	7.6066500	7.6849000	7.9827667	8.2252000	7.7100000	7.9340333	8.1970500	8.0068667	8.0020667	8.1906667	7.8671000	7.7961333	6.6861000	7.8224000	7.9344400	8.3083800	7.5374800	7.1005400	7.5062400	7.3676333	7.5575333	7.4752333	7.5273000	7.4282667	7.5469667	7.6886667	7.5535667	7.2912000	7.2761000	6.9856333	7.3162333
G52	6.6634333	6.5172667	8.1123000	7.1046667	8.1824667	8.0521333	8.3340000	7.8725667	8.2254000	7.5452000	7.0841000	6.9980000	7.0998000	6.3811000	7.0967000	7.6220333	8.3881667	7.9542667	4.9459667	5.4619333	5.2634667	5.2256667	7.5353500	7.6847333	8.8035000	8.0367000	8.6259000	7.4411333	6.9984000	8.0522667	8.2277333	8.4487333	8.4360000	8.3065667	6.6886333	7.8223200	7.9296000	8.0043400	7.4320000	8.6077000	8.2475000	8.8019667	8.9707000	8.7862667	8.7572667	7.0921333	7.2378333	7.2138333	7.6539333	7.3816667	7.2874667	7.7152333	7.4893000
G53	8.6813333	8.3795333	8.9862500	8.6736667	8.4270333	9.3225000	9.2426000	8.4490667	9.4267000	8.7731000	7.8385500	9.3195333	7.5872000	9.2591000	8.8409667	9.1651000	8.0569667	8.7497667	9.4366000	9.1685333	8.5064667	9.4668000	9.2999500	8.9291333	8.3752667	9.8609000	8.7100000	8.7398333	7.7428500	9.4587667	8.4085000	9.4299333	8.6965667	9.7383000	9.3579667	9.2875400	7.9573400	7.8638600	9.2916600	8.7612000	8.7671400	8.8599667	9.2989000	8.7725333	9.0360000	9.2714333	9.0455000	8.9427333	9.2866667	9.1498333	9.5332333	9.0472000	7.9158667
G54	8.7286333	9.1750333	8.3288500	8.5724667	8.8501667	8.4405333	8.1684500	8.8254667	9.4090667	9.1604000	8.5418500	8.5348000	8.4063500	8.9174000	8.8145000	9.1180000	8.0439000	8.1482000	4.7306667	3.9728000	8.0235000	5.7852333	7.1464500	8.1480667	8.3884667	8.0167000	8.1808000	8.8969000	9.0475500	7.7758667	7.7429000	7.9585000	8.1672333	8.0927333	8.4814333	8.7745400	8.7364400	8.5384400	9.0004800	8.8058200	8.9094000	10.2483333	10.3636667	10.2873333	10.2976667	8.4245667	8.6974333	8.6061000	8.7314000	9.0847000	9.3775333	9.1527667	9.2453667
G55	10.8690000	9.6198000	11.3295000	12.4856667	11.9036667	11.8210000	11.1900000	12.0843333	12.1496667	11.9903333	12.3010000	12.3053333	12.6475000	12.2600000	12.1790000	11.4230000	11.4833333	11.5933333	5.9305333	5.6208000	10.7043333	9.6595333	12.1705000	11.8723333	11.5523333	11.1170000	11.7340000	12.4163333	12.4775000	11.4816667	11.4636667	11.2090000	11.2656667	11.5556667	10.6342333	12.5662000	12.3938000	12.0204000	12.5474000	11.2868000	11.8912000	9.9383333	9.8343333	10.0232333	9.8388000	12.4313333	12.4480000	12.4473333	12.1640000	12.3126667	12.2410000	12.1393333	12.2416667
G56	9.1257000	6.8232000	8.2279000	7.4377333	8.0288667	8.0874000	8.5388500	7.7435000	8.2596000	8.3113333	8.5477000	8.5181333	9.0217000	8.0351000	7.4365333	7.1527000	10.8456667	11.4490000	4.7614000	4.3801000	7.6080667	5.1661667	8.7676500	10.5693333	10.8973333	9.6892000	8.8870000	9.5556333	8.6616000	9.4216333	9.2192667	9.7745000	9.9430000	9.2265333	9.3771333	10.1085200	10.4068000	10.7412000	9.3464600	9.9538600	8.7855000	8.1459000	8.2842667	8.1804000	8.2287667	7.3294667	7.4619333	7.5324667	7.7223333	6.7260000	6.3925667	7.0217333	6.7639333
G57	8.9421000	9.0577333	9.7989000	10.2806667	10.1220333	10.4070000	9.8331500	10.2330000	9.6142000	8.7515000	10.1869500	10.0862000	10.1445000	9.3475000	9.5117000	9.0133000	9.2537333	9.5892333	6.8179667	6.4699333	8.3648333	8.2130000	10.3365000	9.6287000	9.1343333	9.9429000	9.0526000	10.2415000	9.7118000	9.9504000	9.8658667	9.8113333	9.6450000	9.9895667	10.1071000	10.1960400	9.9060400	10.0250600	10.6322000	9.8246000	10.2392400	7.9076667	8.0895333	7.8833667	8.0197333	10.4156667	10.3630000	10.3413333	10.3473333	9.8379000	9.8774667	9.6914667	9.7117000
G58	10.5946667	10.9056667	10.1370000	9.7009667	10.2473333	9.9929333	10.1845000	10.1232667	9.0153000	9.4631667	8.4810000	8.9272333	8.7295000	8.7660000	8.5410333	9.1617667	9.7372667	9.3842000	4.7132000	4.5860667	9.1076667	6.7894000	8.8821500	9.7532000	10.3103333	10.4500000	11.0400000	8.8505000	9.1234500	10.0600000	10.3733333	10.4920000	10.6140000	10.6206667	9.4294000	9.3096800	9.3582800	9.3660200	9.2894600	9.6107600	9.1367000	10.3920000	10.5106667	10.5390000	10.4606667	9.6481667	9.8047333	9.7613667	9.9351667	9.1707000	9.8464000	9.3033000	9.3933667
G59	4.6042000	4.8023333	6.7312000	5.3371000	6.0484667	6.0996333	7.0400500	5.8367000	6.3348333	6.7256000	5.7425500	5.6596000	6.1965500	5.4140000	6.3310333	6.8067333	6.9486667	7.1122000	4.1614667	5.1713000	7.5974667	5.8396667	5.5466000	5.6271000	5.9034000	5.9075000	6.9506000	6.4908000	6.1584000	5.8155667	5.8586333	5.9622667	5.7852000	5.6938667	6.8042333	6.8268400	6.9810000	7.4981600	5.7425200	6.8621400	6.5266200	5.8651667	6.2804000	6.0142000	6.0933333	5.2326000	5.1537667	5.3316333	5.5286667	4.4084333	4.7446667	4.5577000	4.6329667
G60	7.6143333	6.6335000	8.8371500	10.4466667	5.8811000	6.5415333	10.1775000	7.0871333	5.0978667	4.9124000	4.3318500	4.6843000	4.1177500	4.2587500	5.7483333	5.9072333	5.3233000	5.7666333	4.3196333	3.2670667	8.1091000	6.9310333	9.2465000	8.9517000	8.1899333	8.2335000	8.0681000	5.7019000	5.6476500	8.3442333	9.0276000	7.8490000	7.2730667	8.7965333	8.8824667	4.3978600	4.4326800	4.6981200	4.4814000	5.1313400	5.1770600	6.8320000	6.8017000	6.7947000	6.6812000	10.4280000	10.5110000	10.4543333	8.8001333	5.5013667	5.6623667	5.5431667	5.6071000
G61	9.9038667	10.2643333	10.8610000	10.0950667	10.8863333	10.9140000	10.4490000	10.6198000	10.5336667	10.0029667	10.1710000	10.2123333	10.0249000	9.3912500	10.3436667	10.2796667	10.9723333	11.0183333	6.3502667	3.5613667	8.4631333	8.4858667	10.5870000	10.5063333	10.8770000	10.8310000	11.0770000	10.1310333	9.9371000	10.8356667	10.8383333	10.9993333	11.0646667	10.9606667	9.4647000	10.3090000	10.3552000	10.4532000	10.0102200	11.1162000	10.5598000	9.9880333	9.9281333	9.8668333	9.8460667	10.1281333	10.0599333	10.0424000	10.4336667	9.9738000	9.8259000	10.1466667	9.9793667
G62	8.5049667	8.6909000	8.3700500	9.0033667	9.0006000	9.4791333	8.6052500	7.3344667	8.4523000	8.4444000	8.9890000	8.9562000	5.8614500	8.9908000	8.8011333	7.4218000	8.9633333	8.5826000	8.2485667	8.4822333	8.7897333	9.4401333	9.1094000	8.6833667	8.8193333	8.9139000	8.9318000	8.4497000	8.2813000	8.7761000	8.5073333	8.2959000	9.1181333	8.7793333	7.9614667	8.8003600	8.3179800	8.9971800	8.3865800	8.9615000	8.4165600	8.3940667	8.5879333	8.2361333	9.0381000	7.9994000	8.0239667	8.8296000	9.3192333	8.1705000	8.5035667	9.2423000	8.9028333
G63	7.9324333	7.1488667	8.4347000	8.3525667	8.5768333	8.1774667	8.5554000	8.5462667	8.1595667	6.6730333	7.3959000	7.6483000	7.8038000	7.2641000	8.2619000	7.4186667	7.3941333	7.5614333	5.5283333	3.5261333	6.6338667	5.9781000	8.1351500	8.6062667	8.8661667	8.3013000	7.9569000	7.7571000	8.5081000	8.2983000	8.3325333	8.3402000	8.2636333	8.0536333	7.2716000	8.4144400	8.3248800	8.1516000	8.3908200	8.0289400	8.3226200	8.7969333	8.9075000	8.7234333	8.8912333	8.1759333	8.4273000	8.3406667	8.4480333	8.9496333	9.3336667	8.7378667	8.8892667
G64	6.7563667	5.6638000	6.6362500	7.2490000	6.4787333	6.1676667	6.0230000	6.3691000	7.8824667	6.5097000	3.8769000	4.8766000	4.5479500	4.5843500	5.7827000	5.6762000	4.6444333	4.9079000	6.6270000	6.5933000	4.6175333	4.3825333	6.4415000	5.8042000	6.0457000	6.3368000	5.5390000	4.9405333	4.7180500	6.5498333	6.5076333	6.4348000	5.7109667	6.4142667	7.3999667	5.7671600	5.7961600	5.4521800	6.1557000	6.3956400	5.8592200	5.3514000	5.3365000	5.1672000	5.1206000	7.3986667	7.1814667	7.2300667	7.1101000	5.4736333	5.9566000	5.7932000	5.9652667
G65	7.5697333	6.5169333	8.7979000	7.4668333	7.7194000	7.9394333	9.0295000	7.6263333	6.9153667	7.4792667	4.8298000	5.0309333	5.6652500	4.7209000	7.2727333	7.5381667	9.8948000	11.1596667	4.1461000	6.1482000	9.0936333	7.0194000	9.5111500	9.5725000	10.1520000	9.4219000	10.0310000	5.5146333	8.6190500	9.5023333	9.5372667	9.5363333	9.5492333	9.4751000	9.4204000	8.4994000	8.7869200	8.6854200	7.5189200	8.4182400	8.1570800	5.5258667	5.4107667	5.6940000	5.6629333	7.4337667	7.7595000	7.5854667	7.9287000	7.7255667	7.4171000	7.1701667	7.5344000
G66	5.7026667	4.9214667	5.9467500	5.2573333	5.7332667	5.9536667	6.0127000	5.4830333	7.7851667	7.8339333	6.4197500	6.5911667	6.0027000	5.5138000	7.1258333	7.6113333	5.4363000	5.6277667	6.0718000	4.4994667	7.0038333	7.2977000	6.5494000	5.8756333	6.2856333	6.0701000	5.8726000	7.3604667	6.7736500	6.5241667	6.0640000	6.4046333	6.0183333	6.4061000	4.5129000	6.0542000	6.2855400	6.3250200	5.3863600	7.1833000	7.0789800	6.1809000	6.3779333	6.3542000	6.2571667	5.3105333	5.3410667	5.2867333	5.6222667	4.8632333	4.9167333	4.9727000	5.0553667
G67	8.1127333	6.1421000	6.6252000	6.9621667	7.4086000	7.0034333	7.1169500	7.4590667	7.0669667	6.7939000	10.2035000	10.1996667	10.2055000	10.2890000	6.3026333	6.3787000	8.7210000	9.0930000	6.2166333	4.0296333	6.0175000	4.3873667	7.7432000	7.9159000	7.7098000	7.7763000	8.5851000	9.2720333	10.2100000	7.7942333	7.8738333	7.8515333	7.5960000	7.5670000	7.3634667	6.9170600	6.7043000	6.4122800	6.9554400	6.2789200	6.0450400	8.2678667	8.1222333	8.1338000	8.2590333	6.9094333	6.8983333	6.8977333	6.8429000	7.8434667	7.6670333	7.6017333	7.9189333
G68	5.5651000	5.2275333	6.3635000	6.8945333	7.0474667	7.1324333	6.1785500	7.0181667	6.4570333	6.7262667	7.1753500	7.0465667	7.2116000	5.9612000	7.4571333	6.6092667	6.1064667	6.4071667	4.8130667	5.7049667	7.8768333	4.9580333	6.9798500	6.2856667	7.6217667	6.3758000	6.8384000	7.6723000	7.8558500	6.6924667	6.6903667	6.6325667	6.5596333	6.4699000	6.7479667	7.4219000	7.3673200	7.2742400	7.6579600	7.6180800	7.3878400	6.8546667	6.9500667	6.9456667	6.7687000	6.9052000	6.7671667	6.8452333	6.8140000	6.6307000	6.8934333	6.5217000	6.8275333
G69	4.4608000	5.1108000	4.5267000	4.9539333	4.8987333	5.1686000	4.5654500	4.7539667	4.5562333	4.7610667	4.8452500	4.6996333	4.2851500	5.2385500	5.5510667	5.1715000	4.8700000	5.3276333	3.8749667	4.2303000	6.7109667	6.7382667	6.2242500	6.6439333	6.0088000	5.6048000	5.6070000	6.1184000	5.8679000	5.7702333	5.7817667	5.6011667	5.4842333	5.7977333	4.9604000	4.5513400	4.7613400	4.7569000	4.5852800	5.2356600	4.7178800	6.4409333	6.6611667	6.3870333	6.4973333	4.9461667	4.8654333	4.9642333	4.9973667	4.6194667	4.9945667	5.0472333	4.7922333
G70	5.5307000	5.9303667	4.9763500	5.4946333	7.8943333	7.4974667	5.9868500	7.2822000	6.2341333	6.6497000	5.3171500	5.6080333	4.6444500	4.7424500	6.4216667	6.7290333	5.2258667	5.1074000	5.6823667	5.1012333	7.7664667	6.2325333	6.2563000	7.4824667	8.0291333	6.2908000	7.8287000	5.4902000	5.2300500	6.2105000	6.3993333	6.1194667	5.9155000	6.1851000	7.0579667	7.2173600	7.4788600	7.6661600	6.7738400	8.5125400	7.7908400	6.8003667	7.0365333	6.8494667	6.8776333	5.4633667	5.4848333	5.5632667	6.3579667	5.9205000	5.8902000	5.8024000	5.6257000
G71	5.3120000	4.9238333	6.1284500	6.1829000	5.9229667	6.3783333	6.1192000	5.9284333	6.9993000	6.8894000	6.0300000	6.0500667	6.4372000	4.9369000	7.2912333	7.3607000	6.7491333	6.9456000	4.7819667	5.0984000	7.0106333	4.9441667	6.5646000	8.2195000	8.2324000	5.7109000	7.3249000	7.0659667	7.0206000	6.0656667	6.0607333	5.9429333	6.4564333	5.8873667	4.9916000	7.0183200	7.0659000	6.7343000	6.8857000	9.8083000	8.3943600	7.7363667	7.8616333	7.7987000	7.8594667	6.0396333	6.1235333	6.2316000	6.1879667	6.1593333	6.0318333	6.2526333	6.3017000
G72	8.7296000	7.7060000	9.1598000	9.5150000	8.9730667	9.1559000	9.0531500	9.1398000	9.3454667	7.9815333	9.1791500	9.0476333	9.3786000	8.2662500	9.0694333	9.2962000	9.3272333	9.5281333	4.3933000	7.6608667	7.0804000	5.3642667	9.8860500	9.1335000	9.2092333	8.7408000	8.4968000	9.6366667	10.4525000	9.2247667	9.2834000	9.1525000	9.2835000	9.3521333	8.7828333	9.2185200	9.0140200	8.7775600	9.3801600	8.8825200	9.0279600	8.7369667	8.6468667	8.6319667	8.8957333	9.4574333	9.5257667	9.5122667	9.2986667	10.1516667	10.2093333	10.0092000	9.9029667
G73	4.2267667	6.4413667	4.9097500	6.0466667	6.3496000	6.4348667	5.0641000	6.2821333	6.2003667	6.3338000	5.3770500	6.4605333	6.3241000	6.0458500	6.2574667	5.5608667	4.5036000	5.0156333	4.0667333	5.8604000	4.3744333	3.8580000	5.2832500	5.2860333	5.8296000	5.8272000	5.0155000	5.1641000	5.5594500	5.8889667	5.7721000	6.0407000	5.6657667	5.5122000	8.3054333	6.2663000	6.1524800	5.6871400	6.3642400	5.9002000	5.7410200	4.8232333	4.6719667	4.6288000	4.6466333	5.8526667	5.9922333	5.9907667	6.0537000	7.0439000	7.6079667	7.0432000	7.7137667
G74	11.3516667	10.5233333	10.1095000	9.3841667	9.5494333	9.5283333	10.5265000	9.5238000	9.4945333	10.1630000	9.3960500	9.5329000	9.2407000	9.3862500	10.2596667	10.5803333	10.4873333	10.9870000	3.9545667	4.2599667	9.8876667	7.5420667	9.6539000	10.9996667	10.9396667	10.0340000	11.3280000	9.1468333	9.9823500	10.0694333	10.3720000	10.2466667	10.3253333	10.2042333	11.1030000	9.6641600	9.6820000	9.4810600	9.8233200	10.1416200	9.6061400	12.1840000	12.1783333	12.1886667	12.1773333	9.4958333	9.4240333	9.3796667	9.4027000	11.1116667	10.8403333	10.8590000	10.9653333
G75	4.1358667	4.3950000	4.4337000	4.8716333	5.7490333	5.8819333	4.2997000	5.5518667	5.2811667	5.0632333	5.1242500	5.6448667	5.5893500	4.2540000	5.2339000	4.5955000	5.9130000	5.8151667	4.2366667	4.4539333	6.2069667	4.0641667	6.6044500	4.9099000	4.6856667	5.4481000	4.4996000	5.7466000	5.2892000	5.9312000	5.5290333	5.6132667	5.3218000	5.3106667	6.7211667	6.4458200	6.2081600	6.1764000	5.9503800	5.1503600	5.6036800	5.2940667	5.1822333	5.2455667	5.2848667	4.9104667	4.9501333	4.9195667	5.2317667	5.3750333	5.4471333	5.0577667	5.6060333
